シーズン,集計基準日,試合日,試合ID,ビジター,ホーム,球場,ビジター得点,ホーム得点,勝者,試合状態,勝利投手,敗戦投手,セーブ投手,データの説明
2026,2026-08-06,2026-08-05,2021039230,日本ハム,ソフトバンク,みずほPayPay,5,7,ソフトバンク,試合終了,松本裕,島本,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-05,2021039229,楽天,オリックス,京セラD大阪,1,3,オリックス,試合終了,エスピノーザ,瀧中,マチャド,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-05,2021039228,西武,ロッテ,ZOZOマリン,0,8,ロッテ,試合終了,毛利,佐藤爽,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-05,2021039227,巨人,広島,マツダスタジアム,4,0,巨人,試合終了,井上,森,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-05,2021039226,ヤクルト,中日,バンテリンドーム,1,4,中日,試合終了,涌井,山野,松山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-05,2021039225,阪神,DeNA,横浜,7,11,DeNA,試合終了,東,髙橋,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-04,2021039224,日本ハム,ソフトバンク,京セラD大阪,0,1,ソフトバンク,試合終了,上沢,伊藤,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-04,2021039223,西武,ロッテ,ZOZOマリン,3,5,ロッテ,試合終了,小島,平良,益田,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-04,2021039222,巨人,広島,マツダスタジアム,3,4,広島,試合終了,遠藤,マルティネス,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-04,2021039221,ヤクルト,中日,バンテリンドーム,3,4,中日,試合終了,伊藤,キハダ,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-04,2021039220,阪神,DeNA,横浜,0,1,DeNA,試合終了,尾形,村上,レイノルズ,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-03,2021039219,楽天,オリックス,東京ドーム,,,,,,,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-02,2021039218,オリックス,西武,ベルーナドーム,1,5,西武,試合終了,武内,髙島,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-02,2021039217,ソフトバンク,楽天,楽天モバイル,10,6,ソフトバンク,試合終了,前田悠,古謝,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-02,2021039216,ロッテ,日本ハム,エスコンF,0,3,日本ハム,試合終了,有原,ジャクソン,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-02,2021039215,中日,広島,マツダスタジアム,3,4,広島,試合終了,遠藤,吉田,森浦,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-02,2021039214,阪神,ヤクルト,神宮,4,3,阪神,試合終了,及川,キハダ,工藤,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-02,2021039213,DeNA,巨人,東京ドーム,2,1,DeNA,試合終了,深沢,小笠原,レイノルズ,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-01,2021039212,オリックス,西武,ベルーナドーム,1,4,西武,試合終了,佐藤隼,山﨑,甲斐野,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-01,2021039211,ソフトバンク,楽天,楽天モバイル,5,0,ソフトバンク,試合終了,上茶谷,早川,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-01,2021039210,ロッテ,日本ハム,エスコンF,5,3,ロッテ,試合終了,中森,福島,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-01,2021039209,中日,広島,マツダスタジアム,7,1,中日,試合終了,マラー,斉藤優,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-01,2021039208,阪神,ヤクルト,神宮,7,3,阪神,試合終了,伊藤将,高橋,ドリス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-08-01,2021039207,DeNA,巨人,東京ドーム,8,7,DeNA,試合終了,篠木,竹丸,レイノルズ,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-31,2021039206,オリックス,西武,ベルーナドーム,5,4,オリックス,試合終了,吉田,中村祐,山岡,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-31,2021039204,ロッテ,日本ハム,エスコンF,1,6,日本ハム,試合終了,達,河村,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-31,2021039203,中日,広島,マツダスタジアム,1,3,広島,試合終了,髙,橋本,森浦,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-31,2021039202,阪神,ヤクルト,神宮,4,3,阪神,試合終了,門別,丸山翔,ドリス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-31,2021039201,DeNA,巨人,東京ドーム,0,6,巨人,試合終了,ハワード,平良,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-26,2021039200,ロッテ,オリックス,京セラD大阪,3,2,ロッテ,試合終了,ジャクソン,九里,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-26,2021039199,ソフトバンク,西武,ベルーナドーム,3,0,ソフトバンク,試合終了,前田悠,髙橋光成,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-26,2021039198,楽天,日本ハム,エスコンF,2,6,日本ハム,試合終了,山﨑福也,瀧中,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-26,2021039197,巨人,阪神,甲子園,0,1,阪神,試合終了,村上,小笠原,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-26,2021039196,DeNA,中日,バンテリンドーム,1,5,中日,試合終了,橋本,宮城,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-26,2021039195,広島,ヤクルト,神宮,4,3,広島,試合終了,髙,キハダ,森浦,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-25,2021039194,ロッテ,オリックス,京セラD大阪,3,5,オリックス,試合終了,山﨑,中森,マチャド,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-25,2021039193,ソフトバンク,西武,ベルーナドーム,6,8,西武,試合終了,武内,ヘルナンデス,甲斐野,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-25,2021039192,楽天,日本ハム,エスコンF,3,4,日本ハム,試合終了,柳川,泰,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-25,2021039191,巨人,阪神,甲子園,5,1,巨人,試合終了,竹丸,伊原,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-25,2021039190,DeNA,中日,バンテリンドーム,5,0,DeNA,試合終了,ビド,涌井,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-25,2021039189,広島,ヤクルト,神宮,1,2,ヤクルト,試合終了,リランソ,遠藤,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-24,2021039188,ロッテ,オリックス,京セラD大阪,2,3,オリックス,試合終了,片山,河村,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-24,2021039187,ソフトバンク,西武,ベルーナドーム,7,3,ソフトバンク,試合終了,上茶谷,渡邉,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-24,2021039186,巨人,阪神,甲子園,4,2,巨人,試合終了,マルティネス,岩崎,田中瑛,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-24,2021039185,DeNA,中日,バンテリンドーム,2,3,中日,試合終了,吉田,伊勢,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-24,2021039184,広島,ヤクルト,神宮,3,5,ヤクルト,試合終了,廣澤,菊地,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-23,2021039183,オリックス,ソフトバンク,みずほPayPay,5,6,ソフトバンク,試合終了,杉山,椋木,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-23,2021039182,楽天,ロッテ,ZOZOマリン,4,3,楽天,試合終了,九谷,鈴木,藤平,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-23,2021039181,日本ハム,西武,ベルーナドーム,11,2,日本ハム,試合終了,北山,隅田,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-22,2021039180,オリックス,ソフトバンク,みずほPayPay,2,22,ソフトバンク,試合終了,スチュワート・ジュニア,片山,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-22,2021039179,楽天,ロッテ,ZOZOマリン,2,10,ロッテ,試合終了,小島,早川,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-22,2021039178,日本ハム,西武,ベルーナドーム,3,4,西武,試合終了,豆田,田中,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-22,2021039177,DeNA,阪神,甲子園,4,5,阪神,試合終了,岩崎,マルセリーノ,ドリス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-22,2021039176,中日,ヤクルト,神宮,5,8,ヤクルト,試合終了,奥川,中西,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-22,2021039175,広島,巨人,東京ドーム,6,1,広島,試合終了,斉藤優,西舘,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-21,2021039174,オリックス,ソフトバンク,みずほPayPay,2,1,オリックス,試合終了,エスピノーザ,上沢,マチャド,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-21,2021039173,DeNA,阪神,甲子園,1,2,阪神,試合終了,木下,宮城,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-21,2021039172,中日,ヤクルト,神宮,11,4,中日,試合終了,橋本,リランソ,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-21,2021039171,広島,巨人,東京ドーム,5,11,巨人,試合終了,山﨑,岡本,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-20,2021039170,日本ハム,オリックス,京セラD大阪,0,3,オリックス,試合終了,九里,有原,マチャド,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-20,2021039169,ソフトバンク,ロッテ,ZOZOマリン,5,4,ソフトバンク,試合終了,オスナ,横山,津森,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-20,2021039168,西武,楽天,楽天モバイル,5,4,西武,試合終了,中村祐,岸,甲斐野,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-20,2021039167,DeNA,阪神,甲子園,7,0,DeNA,試合終了,平良,大竹,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-20,2021039166,中日,ヤクルト,神宮,4,2,中日,試合終了,髙橋宏,ウォルターズ,松山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-20,2021039165,広島,巨人,東京ドーム,1,3,巨人,試合終了,井上,床田,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-19,2021039164,日本ハム,オリックス,京セラD大阪,5,1,日本ハム,試合終了,山﨑福也,髙島,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-19,2021039163,ソフトバンク,ロッテ,ZOZOマリン,3,0,ソフトバンク,試合終了,前田悠,ロング,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-19,2021039162,西武,楽天,楽天モバイル,6,3,西武,試合終了,髙橋光成,ウレーニャ,甲斐野,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-19,2021039161,阪神,広島,マツダスタジアム,4,2,阪神,試合終了,工藤,ハーン,ドリス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-19,2021039160,ヤクルト,DeNA,横浜,1,5,DeNA,試合終了,片山,吉村,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-19,2021039159,中日,巨人,東京ドーム,1,6,巨人,試合終了,小笠原,金丸,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-18,2021039158,日本ハム,オリックス,京セラD大阪,7,0,日本ハム,試合終了,細野,ジェリー,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-18,2021039157,ソフトバンク,ロッテ,ZOZOマリン,5,4,ソフトバンク,試合終了,大津,廣池,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-18,2021039156,西武,楽天,楽天モバイル,2,3,楽天,試合終了,荘司,武内,藤平,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-18,2021039155,阪神,広島,マツダスタジアム,1,2,広島,試合終了,栗林,伊藤将,森浦,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-18,2021039154,ヤクルト,DeNA,横浜,0,8,DeNA,試合終了,深沢,松本健,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-18,2021039153,中日,巨人,東京ドーム,5,1,中日,試合終了,涌井,竹丸,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-17,2021039152,阪神,広島,マツダスタジアム,4,2,阪神,試合終了,才木,アドゥワ,岩崎,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-17,2021039151,ヤクルト,DeNA,横浜,4,12,DeNA,試合終了,尾形,高橋,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-17,2021039150,中日,巨人,東京ドーム,1,4,巨人,試合終了,マルティネス,齋藤,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-16,2021039149,ロッテ,西武,ベルーナドーム,4,3,ロッテ,試合終了,中森,渡邉,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-16,2021039148,オリックス,楽天,楽天モバイル,8,12,楽天,試合終了,柴田,岩嵜,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-16,2021039147,ソフトバンク,日本ハム,エスコンF,6,2,ソフトバンク,試合終了,上茶谷,伊藤,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-16,2021039146,阪神,中日,バンテリンドーム,3,1,阪神,試合終了,木下,柳,ドリス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-16,2021039145,巨人,ヤクルト,神宮,3,1,巨人,試合終了,赤星,丸山翔,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-15,2021039144,ロッテ,西武,ベルーナドーム,3,7,西武,試合終了,E.ラミレス,カスティーヨ,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-15,2021039143,オリックス,楽天,楽天モバイル,2,3,楽天,試合終了,泰,椋木,藤平,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-15,2021039142,ソフトバンク,日本ハム,エスコンF,6,7,日本ハム,試合終了,加藤貴,スチュワート・ジュニア,堀,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-15,2021039141,DeNA,広島,マツダスタジアム,4,6,広島,試合終了,遠藤,東,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-15,2021039140,阪神,中日,バンテリンドーム,5,6,中日,試合終了,中西,今朝丸,松山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-15,2021039139,巨人,ヤクルト,神宮,8,2,巨人,試合終了,西舘,奥川,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-14,2021039138,ロッテ,西武,ベルーナドーム,1,2,西武,試合終了,平良,ジャクソン,甲斐野,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-14,2021039137,オリックス,楽天,楽天モバイル,1,3,楽天,試合終了,瀧中,九里,藤平,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-14,2021039136,ソフトバンク,日本ハム,エスコンF,4,2,ソフトバンク,試合終了,松本裕,島本,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-14,2021039135,DeNA,広島,マツダスタジアム,5,4,DeNA,試合終了,岩田,岡本,レイノルズ,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-14,2021039134,阪神,中日,バンテリンドーム,5,2,阪神,試合終了,髙橋,マラー,ドリス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-14,2021039133,巨人,ヤクルト,神宮,4,5,ヤクルト,試合終了,山野,中川,キハダ,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-12,2021039132,楽天,ソフトバンク,みずほPayPay,0,3,ソフトバンク,試合終了,松本晴,古謝,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-12,2021039131,オリックス,ロッテ,ZOZOマリン,7,2,オリックス,試合終了,エスピノーザ,小島,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-12,2021039130,西武,日本ハム,エスコンF,12,1,西武,試合終了,隅田,福島,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-12,2021039129,ヤクルト,阪神,甲子園,0,3,阪神,試合終了,工藤,吉村,ドリス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-12,2021039128,広島,中日,バンテリンドーム,5,1,広島,試合終了,床田,金丸,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-12,2021039127,巨人,DeNA,横浜,4,3,巨人,試合終了,井上,篠木,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-11,2021039126,楽天,ソフトバンク,みずほPayPay,2,9,ソフトバンク,試合終了,大関,ウレーニャ,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-11,2021039125,オリックス,ロッテ,ZOZOマリン,8,3,オリックス,試合終了,髙島,ロング,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-11,2021039124,西武,日本ハム,エスコンF,2,8,日本ハム,試合終了,山﨑福也,髙橋光成,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-11,2021039123,ヤクルト,阪神,甲子園,1,2,阪神,試合終了,ドリス,リランソ,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-11,2021039122,広島,中日,バンテリンドーム,1,8,中日,試合終了,涌井,森,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-11,2021039121,巨人,DeNA,横浜,5,4,巨人,試合終了,竹丸,中川虎,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-10,2021039120,楽天,ソフトバンク,みずほPayPay,5,3,楽天,試合終了,田中千,松本裕,藤平,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-10,2021039119,オリックス,ロッテ,ZOZOマリン,6,8,ロッテ,試合終了,八木,岩嵜,益田,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-10,2021039118,西武,日本ハム,エスコンF,2,1,西武,試合終了,武内,島本,甲斐野,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-10,2021039117,ヤクルト,阪神,甲子園,2,1,ヤクルト,試合終了,高橋,下村,キハダ,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-10,2021039116,広島,中日,バンテリンドーム,1,10,中日,試合終了,大野,森下,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-10,2021039115,巨人,DeNA,横浜,6,11,DeNA,試合終了,マルセリーノ,田中瑛,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-09,2021039114,ヤクルト,広島,マツダスタジアム,1,0,ヤクルト,試合終了,ウォルターズ,栗林,キハダ,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-09,2021039113,中日,DeNA,横浜,4,3,中日,試合終了,齋藤,中川虎,松山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-09,2021039112,阪神,巨人,東京ドーム,10,2,阪神,試合終了,伊原,則本,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-08,2021039111,ソフトバンク,オリックス,京セラD大阪,2,3,オリックス,試合終了,椋木,杉山,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-08,2021039110,日本ハム,ロッテ,ZOZOマリン,7,2,日本ハム,試合終了,加藤貴,小野,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-08,2021039109,楽天,西武,那覇,5,2,楽天,試合終了,泰,篠原,藤平,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-08,2021039108,ヤクルト,広島,マツダスタジアム,3,4,広島,試合終了,森浦,星,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-08,2021039107,中日,DeNA,横浜,3,4,DeNA,試合終了,東,松葉,レイノルズ,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-08,2021039106,阪神,巨人,東京ドーム,4,1,阪神,試合終了,才木,西舘,ドリス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-07,2021039105,ソフトバンク,オリックス,京セラD大阪,6,3,ソフトバンク,試合終了,上沢,ジェリー,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-07,2021039104,日本ハム,ロッテ,ZOZOマリン,2,10,ロッテ,試合終了,ジャクソン,北山,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-07,2021039103,楽天,西武,那覇,1,6,西武,試合終了,平良,荘司,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-07,2021039102,ヤクルト,広島,マツダスタジアム,3,4,広島,試合終了,辻,キハダ,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-07,2021039101,中日,DeNA,横浜,0,4,DeNA,試合終了,石田裕,マラー,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-07,2021039100,阪神,巨人,東京ドーム,3,4,巨人,試合終了,赤星,髙橋,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-05,2021039099,ロッテ,ソフトバンク,みずほPayPay,2,7,ソフトバンク,試合終了,松本晴,小島,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-05,2021039098,西武,オリックス,京セラD大阪,1,3,オリックス,試合終了,エスピノーザ,隅田,マチャド,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-05,2021039097,日本ハム,楽天,楽天モバイル,6,3,日本ハム,試合終了,上原,コントレラス,田中,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-05,2021039096,広島,阪神,甲子園,4,6,阪神,試合終了,村上,床田,ドリス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-05,2021039095,巨人,中日,バンテリンドーム,1,0,巨人,試合終了,井上,金丸,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-05,2021039094,DeNA,ヤクルト,神宮,6,4,DeNA,試合終了,深沢,吉村,レイノルズ,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-04,2021039093,ロッテ,ソフトバンク,みずほPayPay,8,1,ロッテ,試合終了,ロング,北斗,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-04,2021039091,日本ハム,楽天,楽天モバイル,1,4,楽天,試合終了,前田健,細野,藤平,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-04,2021039089,巨人,中日,バンテリンドーム,1,2,中日,試合終了,橋本,田中瑛,松山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-04,2021039088,DeNA,ヤクルト,神宮,12,1,DeNA,試合終了,篠木,松本健,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-03,2021039087,ロッテ,ソフトバンク,みずほPayPay,2,3,ソフトバンク,試合終了,スチュワート・ジュニア,廣池,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-03,2021039086,西武,オリックス,ほっと神戸,4,4,引分,試合終了,,,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-03,2021039085,日本ハム,楽天,楽天モバイル,0,8,楽天,試合終了,早川,伊藤,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-03,2021039084,広島,阪神,甲子園,5,1,広島,試合終了,森,大竹,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-03,2021039083,巨人,中日,バンテリンドーム,0,1,中日,試合終了,大野,ウィットリー,松山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-03,2021039082,DeNA,ヤクルト,神宮,7,2,DeNA,試合終了,伊勢,星,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-02,2021039081,西武,ソフトバンク,みずほPayPay,1,3,ソフトバンク,試合終了,大津,武内,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-02,2021039080,オリックス,日本ハム,エスコンF,1,9,日本ハム,試合終了,有原,佐藤一,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-02,2021039079,中日,阪神,甲子園,3,2,中日,試合終了,藤嶋,及川,松山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-02,2021039078,広島,DeNA,横浜,3,3,引分,試合終了,,,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-01,2021039473,西武,ソフトバンク,みずほPayPay,0,11,ソフトバンク,試合終了,前田悠,ワイナンス,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-01,2021039077,ロッテ,楽天,郡山,5,0,ロッテ,試合終了,河村,瀧中,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-01,2021039076,オリックス,日本ハム,エスコンF,0,6,日本ハム,試合終了,加藤貴,田嶋大,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-07-01,2021039074,ヤクルト,巨人,盛岡,1,2,巨人,試合終了,船迫,奥川,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-30,2021039073,西武,ソフトバンク,東京ドーム,0,6,ソフトバンク,試合終了,上沢,平良,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-30,2021039072,ロッテ,楽天,楽天モバイル,5,2,ロッテ,試合終了,ジャクソン,荘司,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-30,2021039071,オリックス,日本ハム,エスコンF,2,9,日本ハム,試合終了,北山,ジェリー,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-30,2021039070,中日,阪神,甲子園,2,3,阪神,試合終了,岩崎,松山,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-30,2021039069,広島,DeNA,ハードオフ新潟,7,4,広島,試合終了,森浦,山﨑,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-30,2021039068,ヤクルト,巨人,弘前,4,3,ヤクルト,試合終了,星,マルティネス,キハダ,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-28,2021039067,楽天,オリックス,ほっと神戸,2,5,オリックス,試合終了,九里,中込,マチャド,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-28,2021039066,ソフトバンク,ロッテ,ZOZOマリン,3,3,引分,試合終了,,,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-28,2021039065,日本ハム,西武,ベルーナドーム,5,1,日本ハム,試合終了,福島,渡邉,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-28,2021039064,阪神,広島,マツダスタジアム,12,3,阪神,試合終了,髙橋,岡本,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-28,2021039063,巨人,DeNA,横浜,2,1,巨人,試合終了,井上,石田裕,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-28,2021039062,中日,ヤクルト,神宮,3,4,ヤクルト,試合終了,キハダ,藤嶋,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-27,2021039061,楽天,オリックス,ほっと神戸,5,1,楽天,試合終了,岸,エスピノーザ,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-27,2021039059,日本ハム,西武,ベルーナドーム,4,2,日本ハム,試合終了,島本,隅田,達,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-27,2021039058,阪神,広島,マツダスタジアム,2,3,広島,試合終了,ハーン,村上,森浦,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-26,2021039054,日本ハム,西武,ベルーナドーム,3,4,西武,試合終了,甲斐野,上原,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-25,2021039050,オリックス,ソフトバンク,みずほPayPay,2,5,ソフトバンク,試合終了,鈴木豪,山﨑,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-25,2021039049,西武,楽天,楽天モバイル,0,2,楽天,試合終了,前田健,武内,藤平,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-25,2021039047,DeNA,中日,バンテリンドーム,1,3,中日,試合終了,齋藤,平良,松山,2026シーズンの収集済み全試合。
