シーズン,集計基準日,打者名,打者球団,投手名,投手球団,対戦打席,対戦打数,安打,本塁打,四球,三振,打率,出塁率,長打率,OPS,サンプル不足フラグ,データの説明
2026,2026-08-09,太田 椋,オリックス,有原 航平,日本ハム,8,6,4,0,2,0,0.6667,0.75,0.6667,1.4167,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 椋,オリックス,松本 晴,ソフトバンク,8,6,1,0,2,1,0.1667,0.375,0.1667,0.5417,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 椋,オリックス,瀧中 瞭太,楽天,8,7,2,0,1,1,0.2857,0.375,0.5714,0.9464,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 椋,オリックス,伊藤 大海,日本ハム,6,6,2,0,0,1,0.3333,0.3333,0.5,0.8333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 椋,オリックス,渡邉 勇太朗,西武,6,6,1,0,0,2,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 椋,オリックス,達 孝太,日本ハム,6,5,2,0,1,0,0.4,0.5,0.4,0.9,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 椋,オリックス,鈴木 昭汰,ロッテ,6,6,1,0,0,1,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 椋,オリックス,ロング,ロッテ,5,5,1,0,0,1,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 椋,オリックス,加藤 貴之,日本ハム,5,5,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 椋,オリックス,小島 和哉,ロッテ,5,5,2,0,0,0,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 椋,オリックス,益田 直也,ロッテ,5,4,1,0,1,1,0.25,0.4,0.25,0.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 椋,オリックス,荘司 康誠,楽天,5,5,1,0,0,3,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 椋,オリックス,菅井 信也,西武,5,5,2,0,0,0,0.4,0.4,0.6,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,隅田 知一郎,西武,16,16,2,0,0,2,0.125,0.125,0.1875,0.3125,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,廣池 康志郎,ロッテ,12,12,3,0,0,1,0.25,0.25,0.25,0.5,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,瀧中 瞭太,楽天,10,9,3,2,0,0,0.3333,0.4,1.0,1.4,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,荘司 康誠,楽天,9,9,1,0,0,3,0.1111,0.1111,0.1111,0.2222,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,ジャクソン,ロッテ,8,7,2,0,1,1,0.2857,0.375,0.4286,0.8036,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,髙橋 光成,西武,8,7,1,0,1,3,0.1429,0.25,0.1429,0.3929,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,松本 晴,ソフトバンク,7,7,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,ロング,ロッテ,6,4,0,0,2,1,0.0,0.3333,0.0,0.3333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,加藤 貴之,日本ハム,6,6,0,0,0,0,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,北山 亘基,日本ハム,6,5,1,0,1,0,0.2,0.3333,0.2,0.5333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,小島 和哉,ロッテ,6,5,2,0,0,1,0.4,0.3333,0.4,0.7333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,岸 孝之,楽天,6,6,1,0,0,1,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,渡邉 勇太朗,西武,6,5,1,0,0,0,0.2,0.1667,0.2,0.3667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,達 孝太,日本ハム,6,5,2,0,1,1,0.4,0.5,0.4,0.9,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,中川 圭太,オリックス,伊藤 大海,日本ハム,5,5,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,水谷 瞬,日本ハム,スチュワート・ジュニア,ソフトバンク,6,6,1,0,0,4,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,水谷 瞬,日本ハム,武内 夏暉,西武,6,6,1,0,0,2,0.1667,0.1667,0.3333,0.5,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,水谷 瞬,日本ハム,河村 説人,ロッテ,6,6,2,1,0,1,0.3333,0.3333,0.8333,1.1666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,水谷 瞬,日本ハム,渡邉 勇太朗,西武,6,4,1,0,1,1,0.25,0.3333,0.25,0.5833,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,水谷 瞬,日本ハム,隅田 知一郎,西武,6,6,1,0,0,2,0.1667,0.1667,0.5,0.6667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,水谷 瞬,日本ハム,ジェリー,オリックス,5,5,2,0,0,1,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,水谷 瞬,日本ハム,上茶谷 大河,ソフトバンク,5,4,1,0,1,2,0.25,0.4,0.25,0.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,水谷 瞬,日本ハム,前田 健太,楽天,5,5,0,0,0,0,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,水谷 瞬,日本ハム,松本 晴,ソフトバンク,5,5,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,渡邉 陸,ソフトバンク,早川 隆久,楽天,5,3,1,0,2,0,0.3333,0.6,0.6667,1.2667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,九里 亜蓮,オリックス,19,15,3,1,4,4,0.2,0.3684,0.4,0.7684,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,大津 亮介,ソフトバンク,13,13,4,1,0,2,0.3077,0.3077,0.5385,0.8462,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,加藤 貴之,日本ハム,12,12,3,0,0,3,0.25,0.25,0.25,0.5,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,平良 海馬,西武,12,9,1,0,3,5,0.1111,0.3333,0.1111,0.4444,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,福島 蓮,日本ハム,12,10,5,1,2,3,0.5,0.5833,0.9,1.4833,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,伊藤 大海,日本ハム,11,11,4,1,0,2,0.3636,0.3636,0.8182,1.1818,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,小島 和哉,ロッテ,10,10,3,0,0,3,0.3,0.3,0.4,0.7,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,ジャクソン,ロッテ,9,8,1,0,1,2,0.125,0.2222,0.125,0.3472,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,大関 友久,ソフトバンク,9,5,3,0,4,0,0.6,0.7778,0.6,1.3778,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,細野 晴希,日本ハム,9,7,2,0,0,3,0.2857,0.3333,0.2857,0.619,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,前田 悠伍,ソフトバンク,8,8,3,0,0,1,0.375,0.375,0.5,0.875,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,武内 夏暉,西武,8,8,2,1,0,0,0.25,0.25,0.625,0.875,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,エスピノーザ,オリックス,7,7,2,0,0,3,0.2857,0.2857,0.2857,0.5714,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,渡邉 勇太朗,西武,7,6,1,0,0,4,0.1667,0.1429,0.1667,0.3096,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,達 孝太,日本ハム,7,7,1,0,0,3,0.1429,0.1429,0.2857,0.4286,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,上沢 直之,ソフトバンク,6,4,2,0,1,1,0.5,0.6,0.5,1.1,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,甲斐野 央,西武,6,6,1,0,0,1,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,西野 勇士,ロッテ,6,5,3,0,1,0,0.6,0.6667,0.6,1.2667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,ジェリー,オリックス,5,4,1,0,0,0,0.25,0.2,0.25,0.45,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,辰己 涼介,楽天,スチュワート・ジュニア,ソフトバンク,5,4,0,0,1,0,0.0,0.2,0.0,0.2,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 光,楽天,九里 亜蓮,オリックス,10,10,1,0,0,4,0.1,0.1,0.1,0.2,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 光,楽天,伊藤 大海,日本ハム,8,7,1,0,1,2,0.1429,0.25,0.1429,0.3929,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 光,楽天,細野 晴希,日本ハム,8,7,3,0,1,1,0.4286,0.5,0.5714,1.0714,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 光,楽天,加藤 貴之,日本ハム,7,7,1,0,0,1,0.1429,0.1429,0.1429,0.2858,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 光,楽天,大関 友久,ソフトバンク,6,6,1,0,0,1,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 光,楽天,小島 和哉,ロッテ,6,5,1,0,1,2,0.2,0.3333,0.2,0.5333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 光,楽天,武内 夏暉,西武,6,6,2,1,0,1,0.3333,0.3333,0.8333,1.1666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 光,楽天,上沢 直之,ソフトバンク,5,3,1,0,1,1,0.3333,0.5,0.3333,0.8333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 光,楽天,平良 海馬,西武,5,4,1,0,1,3,0.25,0.4,0.25,0.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,太田 光,楽天,達 孝太,日本ハム,5,5,1,0,0,2,0.2,0.2,0.4,0.6,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,渡邊 佳明,楽天,九里 亜蓮,オリックス,11,11,4,0,0,4,0.3636,0.3636,0.4545,0.8181,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,渡邊 佳明,楽天,伊藤 大海,日本ハム,7,7,1,0,0,2,0.1429,0.1429,0.1429,0.2858,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,渡邊 佳明,楽天,福島 蓮,日本ハム,6,3,0,0,2,1,0.0,0.4,0.0,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,渡邊 佳明,楽天,ジャクソン,ロッテ,5,5,1,0,0,0,0.2,0.2,0.4,0.6,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,渡邊 佳明,楽天,スチュワート・ジュニア,ソフトバンク,5,4,2,0,1,1,0.5,0.6,0.5,1.1,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,小郷 裕哉,楽天,伊藤 大海,日本ハム,6,6,3,0,0,1,0.5,0.5,0.5,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,小郷 裕哉,楽天,大津 亮介,ソフトバンク,6,6,1,0,0,3,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,小郷 裕哉,楽天,スチュワート・ジュニア,ソフトバンク,5,5,2,0,0,2,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,小郷 裕哉,楽天,福島 蓮,日本ハム,5,5,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,柳 裕也,中日,15,13,4,2,1,2,0.3077,0.4,0.8462,1.2462,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,栗林 良吏,広島,13,13,0,0,0,1,0.0,0.0,0.0,0.0,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,マラー,中日,12,11,3,2,1,1,0.2727,0.3333,0.8182,1.1515,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,髙橋 宏斗,中日,12,9,5,0,2,1,0.5556,0.6667,0.7778,1.4445,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,山野 太一,ヤクルト,9,6,1,0,2,1,0.1667,0.4444,0.1667,0.6111,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,床田 寛樹,広島,9,8,3,0,1,0,0.375,0.4444,0.5,0.9444,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,竹丸 和幸,巨人,9,9,4,0,0,0,0.4444,0.4444,0.4444,0.8888,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,中西 聖輝,中日,7,6,2,0,0,1,0.3333,0.4286,0.5,0.9286,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,吉村 貢司郎,ヤクルト,7,7,1,0,0,0,0.1429,0.1429,0.2857,0.4286,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,ウィットリー,巨人,6,5,1,0,0,1,0.2,0.3333,0.2,0.5333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,ターノック,広島,6,4,0,0,1,1,0.0,0.3333,0.0,0.3333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,レイノルズ,DeNA,6,5,2,0,1,2,0.4,0.5,0.4,0.9,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,井上 温大,巨人,6,6,3,0,0,0,0.5,0.5,0.8333,1.3333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,則本 昂大,巨人,6,4,0,0,1,2,0.0,0.3333,0.0,0.3333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,尾形 崇斗,DeNA,6,6,1,0,0,1,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,岡本 駿,広島,6,6,1,1,0,0,0.1667,0.1667,0.6667,0.8334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,平良 拳太郎,DeNA,6,6,1,1,0,3,0.1667,0.1667,0.6667,0.8334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,森 翔平,広島,6,5,1,0,1,2,0.2,0.3333,0.2,0.5333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,田中 将大,巨人,6,6,2,0,0,1,0.3333,0.3333,0.3333,0.6666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,金丸 夢斗,中日,6,5,2,1,1,1,0.4,0.5,1.0,1.5,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,高橋 奎二,ヤクルト,6,5,2,1,1,0,0.4,0.5,1.2,1.7,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,マルセリーノ,DeNA,5,4,1,0,0,0,0.25,0.2,0.25,0.45,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,大野 雄大,中日,5,5,2,1,0,1,0.4,0.4,1.2,1.6,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,松本 健吾,ヤクルト,5,4,1,0,1,0,0.25,0.4,0.25,0.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,田和 廉,巨人,5,3,0,0,2,1,0.0,0.4,0.0,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,石田 裕太郎,DeNA,5,3,0,0,1,1,0.0,0.4,0.0,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,森下 翔太,阪神,篠木 健太郎,DeNA,5,4,1,0,1,0,0.25,0.4,0.5,0.9,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,林 琢真,DeNA,松本 健吾,ヤクルト,5,5,3,0,0,1,0.6,0.6,1.2,1.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,名原 典彦,広島,村上 頌樹,阪神,10,10,4,1,0,2,0.4,0.4,0.7,1.1,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,名原 典彦,広島,大野 雄大,中日,7,6,2,0,1,2,0.3333,0.4286,0.3333,0.7619,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,名原 典彦,広島,高橋 奎二,ヤクルト,7,7,2,0,0,1,0.2857,0.2857,0.4286,0.7143,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,名原 典彦,広島,東 克樹,DeNA,6,6,3,0,0,1,0.5,0.5,0.8333,1.3333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,名原 典彦,広島,髙橋 宏斗,中日,6,6,2,0,0,0,0.3333,0.3333,0.6667,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 巧,ヤクルト,金丸 夢斗,中日,6,6,0,0,0,4,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 巧,ヤクルト,岡本 駿,広島,5,4,0,0,1,2,0.0,0.2,0.0,0.2,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 巧,ヤクルト,深沢 鳳介,DeNA,5,5,1,0,0,3,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,蛭間 拓哉,西武,伊藤 大海,日本ハム,5,5,3,0,0,0,0.6,0.6,1.2,1.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,蛭間 拓哉,西武,岸 孝之,楽天,5,5,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,蛭間 拓哉,西武,荘司 康誠,楽天,5,5,2,0,0,2,0.4,0.4,0.8,1.2,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,蛭間 拓哉,西武,髙島 泰都,オリックス,5,5,5,0,0,0,1.0,1.0,1.4,2.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,井上 温大,巨人,11,10,2,0,1,4,0.2,0.2727,0.3,0.5727,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,才木 浩人,阪神,9,9,2,0,0,3,0.2222,0.2222,0.2222,0.4444,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,竹丸 和幸,巨人,9,8,3,0,1,1,0.375,0.4444,0.5,0.9444,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,大竹 耕太郎,阪神,7,7,2,0,0,0,0.2857,0.2857,0.2857,0.5714,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,村上 頌樹,阪神,7,7,2,0,0,0,0.2857,0.2857,0.2857,0.5714,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,髙橋 遥人,阪神,7,7,1,0,0,2,0.1429,0.1429,0.1429,0.2858,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,ターノック,広島,6,6,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,床田 寛樹,広島,6,6,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,櫻井 頼之介,中日,6,5,1,0,1,2,0.2,0.3333,0.2,0.5333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,金丸 夢斗,中日,6,5,2,0,0,0,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,高梨 裕稔,ヤクルト,6,6,2,1,0,0,0.3333,0.3333,0.8333,1.1666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,ハワード,巨人,5,5,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,中西 聖輝,中日,5,5,1,0,0,0,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,小川 泰弘,ヤクルト,5,3,2,0,2,0,0.6667,0.8,1.0,1.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,度会 隆輝,DeNA,松本 健吾,ヤクルト,5,5,1,0,0,2,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,奈良間 大己,日本ハム,隅田 知一郎,西武,10,10,3,0,0,2,0.3,0.3,0.4,0.7,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,奈良間 大己,日本ハム,渡邉 勇太朗,西武,7,6,0,0,1,1,0.0,0.1429,0.0,0.1429,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,奈良間 大己,日本ハム,ジェリー,オリックス,6,6,4,0,0,0,0.6667,0.6667,1.0,1.6667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
