シーズン,集計基準日,選手名,球団,背番号,投手役割,登板数,投球回,打者数,勝,敗,セーブ,ホールド,防御率,FIP,WHIP,奪三振率,与四球率,W-Impact,直近5登板W-Impact,一軍登録日数,サンプル不足フラグ,データの説明
2026,2026-09-08,レイノルズ,DeNA,62,抑え,53,54.1,213,4,1,14,26,1.33,1.64,0.83,11.93,2.48,112.4,102.0,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,中川 虎大,DeNA,64,中継ぎ,45,42.1,169,5,5,0,21,2.34,2.44,1.13,11.27,3.61,125.9,114.7,140,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,伊勢 大夢,DeNA,13,中継ぎ,43,40,167,2,2,0,19,2.48,3.15,1.27,8.78,2.92,114.7,114.4,138,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,ルイーズ,DeNA,49,中継ぎ,42,38.1,162,1,2,0,14,3.29,3.13,1.23,6.57,3.05,109.4,101.2,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,坂本 裕哉,DeNA,20,中継ぎ,32,30.1,140,0,1,0,4,3.26,4.96,1.52,7.12,4.45,93.0,81.6,99,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,宮城 滝太,DeNA,65,中継ぎ,30,28.2,119,0,3,0,5,3.45,3.17,1.19,8.79,2.51,109.4,97.9,109,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,マルセリーノ,DeNA,98,中継ぎ,26,28.1,136,1,1,0,5,5.08,3.98,1.69,9.53,4.45,100.9,94.3,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,山﨑 康晃,DeNA,19,抑え,23,20.2,92,0,3,14,2,6.1,4.32,1.45,9.58,4.35,82.6,87.6,99,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,浜地 真澄,DeNA,52,中継ぎ,22,21.2,79,0,0,0,14,0.83,2.36,0.69,5.4,0.42,115.5,115.3,59,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,東 克樹,DeNA,11,先発,21,137,531,10,5,0,0,2.3,2.75,0.92,6.77,1.18,115.5,118.1,165,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,吉野 光樹,DeNA,24,中継ぎ,20,20,89,0,1,0,3,3.15,3.82,1.4,8.1,4.05,102.2,114.3,102,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,岩田 将貴,DeNA,68,中継ぎ,20,22.2,97,1,0,1,3,1.99,2.29,1.32,5.96,1.99,112.1,100.9,96,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,平良 拳太郎,DeNA,59,先発,18,90.1,380,5,8,0,0,3.39,2.59,1.14,9.66,1.79,114.7,112.9,98,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,石田 裕太郎,DeNA,54,先発,17,102.2,420,4,8,0,0,3.16,2.41,1.13,8.68,1.75,118.3,108.9,123,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,若松 尚輝,DeNA,39,中継ぎ,17,30,126,0,0,0,1,3.0,3.55,1.23,6.9,3.9,102.6,101.6,111,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,松本 凌人,DeNA,38,中継ぎ,13,11,46,0,0,0,4,3.27,3.37,1.09,11.45,5.73,105.7,88.4,43,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,篠木 健太郎,DeNA,30,先発,13,71.2,308,5,2,0,0,4.65,3.04,1.38,7.16,3.01,103.2,99.7,99,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,深沢 鳳介,DeNA,43,先発,8,42.2,181,4,1,0,0,3.38,3.17,1.27,6.33,2.32,100.1,107.8,16,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,馬場 皐輔,DeNA,96,中継ぎ,8,8.2,36,2,1,0,1,4.15,1.9,1.5,10.38,4.15,108.3,106.7,31,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,入江 大生,DeNA,22,先発,7,30,144,0,3,0,0,6.9,4.95,1.73,9.3,4.5,85.8,92.3,22,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,中川 颯,DeNA,53,中継ぎ,6,9.1,42,0,0,0,0,3.86,5.39,1.71,3.86,1.93,87.8,91.7,52,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,堀岡 隼人,DeNA,92,中継ぎ,6,8,37,0,0,0,0,7.88,4.2,1.62,7.88,4.5,92.4,95.8,35,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,橋本 達弥,DeNA,35,中継ぎ,6,6.2,30,1,0,0,0,1.35,3.72,1.65,12.15,10.8,101.4,107.3,27,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,竹田 祐,DeNA,12,先発,6,27.2,116,2,3,0,0,5.2,4.84,1.27,5.86,2.6,80.0,79.2,14,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,片山 皓心,DeNA,47,先発,5,25,111,3,2,0,0,3.6,3.62,1.4,8.64,4.68,99.1,103.5,11,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,石田 健大,DeNA,14,中継ぎ,5,6.1,25,0,0,0,0,2.84,6.29,1.11,7.11,2.84,88.1,94.8,33,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,島田 舜也,DeNA,15,先発,4,19.2,85,1,1,0,0,5.03,2.77,1.42,7.32,2.75,98.0,100.5,18,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,藤浪 晋太郎,DeNA,27,先発,3,10,57,0,1,0,0,6.3,4.92,2.6,10.8,12.6,86.9,87.2,3,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,山﨑 颯一郎,オリックス,21,中継ぎ,46,47,188,4,4,0,19,2.3,2.81,0.98,9.38,2.87,118.2,116.9,165,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,マチャド,オリックス,42,抑え,44,45.1,173,3,1,29,6,1.19,2.48,0.84,8.54,1.19,106.0,106.3,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,椋木 蓮,オリックス,15,中継ぎ,43,41.1,156,2,4,1,29,1.96,2.04,0.8,6.97,1.09,122.0,114.3,152,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,入山 海斗,オリックス,68,中継ぎ,36,32,129,1,0,0,4,2.53,4.08,0.88,5.91,3.09,99.3,108.1,121,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,片山 楽生,オリックス,49,中継ぎ,28,41,172,2,1,0,1,3.51,3.89,1.27,5.27,2.85,96.7,104.2,127,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,寺西 成騎,オリックス,13,中継ぎ,27,54,240,4,3,0,9,4.17,2.94,1.43,7.5,3.0,108.3,93.0,105,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,吉田 輝星,オリックス,23,中継ぎ,26,21.1,91,2,2,0,8,4.22,3.75,1.36,8.86,2.95,104.4,104.4,91,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,九里 亜蓮,オリックス,22,先発,23,140.2,593,8,10,0,0,3.2,3.52,1.26,8.45,3.65,105.6,84.6,163,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,権田 琉成,オリックス,98,中継ぎ,23,29.2,125,1,0,0,1,3.94,3.68,1.21,7.89,2.73,101.5,106.0,89,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,エスピノーザ,オリックス,00,先発,20,129,508,11,5,0,0,2.65,2.37,1.02,8.37,1.88,119.6,116.4,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,髙島 泰都,オリックス,96,先発,20,86.2,393,6,4,0,1,4.05,3.6,1.58,6.96,2.91,97.1,94.7,125,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,ジェリー,オリックス,69,先発,19,98.2,422,3,8,0,0,3.28,2.79,1.31,7.21,2.46,109.7,102.2,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,岩嵜 翔,オリックス,40,中継ぎ,18,17.1,77,0,2,0,2,6.23,5.54,1.44,6.23,5.19,85.3,102.2,65,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,博志,オリックス,66,中継ぎ,17,31.1,118,2,0,0,0,2.3,3.92,1.12,4.6,3.73,98.0,88.1,69,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,田嶋 大樹,オリックス,29,先発,16,60,263,2,5,0,0,6.15,4.94,1.43,6.45,2.4,78.6,109.2,71,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,山岡 泰輔,オリックス,19,中継ぎ,15,13.2,62,0,0,1,0,5.93,2.33,1.39,11.2,3.29,107.4,122.2,52,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,山田 修義,オリックス,57,中継ぎ,14,8,37,0,0,0,2,1.12,3.52,1.75,10.12,9.0,106.3,103.6,45,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,曽谷 龍平,オリックス,17,先発,13,73.1,307,5,7,0,0,4.05,3.19,1.19,8.59,1.6,104.5,102.2,92,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,阿部 翔太,オリックス,20,中継ぎ,13,10.2,61,0,0,0,0,10.12,7.74,2.53,6.75,6.75,76.2,78.7,27,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,富山 凌雅,オリックス,28,中継ぎ,12,10,46,0,1,0,2,4.5,2.27,1.5,6.3,2.7,104.1,98.8,31,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,川瀬 堅斗,オリックス,94,中継ぎ,12,14,68,0,0,0,2,6.43,6.34,2.0,5.14,5.79,81.6,87.9,34,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,ペルドモ,オリックス,59,中継ぎ,10,14.2,75,1,3,0,3,9.2,4.88,2.11,6.75,4.91,86.3,90.3,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,才木 海翔,オリックス,95,中継ぎ,10,8,31,0,0,0,3,2.25,4.64,1.25,5.62,4.5,99.3,103.5,33,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,古田島 成龍,オリックス,35,中継ぎ,9,8,37,0,0,0,3,5.62,6.14,1.75,7.88,4.5,90.5,87.0,32,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,宮國 凌空,オリックス,65,中継ぎ,8,13,63,0,1,0,0,9.0,2.69,2.08,5.54,3.46,95.8,105.9,40,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,東山 玲士,オリックス,54,中継ぎ,7,6.2,29,0,0,0,1,4.05,2.77,1.2,8.1,4.05,102.5,106.2,20,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,横山 楓,オリックス,52,中継ぎ,7,6,27,1,1,0,1,3.0,0.6,1.33,16.5,3.0,114.5,117.8,29,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,佐藤 一磨,オリックス,93,中継ぎ,6,7,37,0,1,0,0,7.71,14.34,2.29,5.14,10.29,66.2,69.3,37,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,東松 快征,オリックス,48,中継ぎ,5,4,21,0,0,0,0,9.0,12.52,2.5,9.0,15.75,80.1,75.0,21,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,宮城 大弥,オリックス,18,先発,3,13.1,63,1,1,0,0,4.05,1.87,1.72,11.47,2.02,106.0,111.6,15,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,松本 裕樹,ソフトバンク,66,中継ぎ,50,49.2,195,4,4,4,25,2.17,2.09,1.01,8.52,1.27,125.3,122.2,165,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,杉山 一樹,ソフトバンク,40,抑え,47,45,187,1,2,28,2,3.0,1.73,1.18,13.6,4.2,111.5,109.8,141,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,津森 宥紀,ソフトバンク,11,中継ぎ,43,40.1,157,2,0,1,17,1.34,2.45,0.84,8.26,2.9,121.6,114.4,142,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,オスナ,ソフトバンク,54,中継ぎ,40,39.1,154,1,2,0,18,2.97,2.67,0.97,8.69,1.83,117.8,83.5,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,ヘルナンデス,ソフトバンク,63,中継ぎ,37,34.2,142,0,2,0,15,1.56,2.42,1.1,11.16,3.38,124.9,114.6,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,木村 光,ソフトバンク,68,中継ぎ,35,33,138,3,0,0,10,2.73,5.07,1.21,6.82,3.82,96.1,79.7,126,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,上茶谷 大河,ソフトバンク,64,中継ぎ,33,79,318,8,2,1,10,2.96,4.18,1.11,7.97,2.16,103.7,102.9,154,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,鈴木 豪太,ソフトバンク,26,中継ぎ,33,40.1,154,2,1,0,3,1.79,2.65,0.84,7.59,1.79,115.3,101.6,155,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,伊藤 優輔,ソフトバンク,42,中継ぎ,29,32,138,1,0,0,1,1.69,3.49,1.5,7.03,5.34,107.7,116.5,128,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,尾形 崇斗,ソフトバンク,39,先発,23,80,334,4,5,0,0,3.15,3.25,1.16,10.46,3.94,111.9,106.1,138,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,大津 亮介,ソフトバンク,19,先発,20,133.1,529,11,4,0,0,2.36,3.14,1.04,7.22,1.69,111.2,113.2,148,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,上沢 直之,ソフトバンク,10,先発,18,110.1,458,7,4,0,0,2.53,3.03,1.14,8.32,2.04,114.1,110.0,115,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,松本 晴,ソフトバンク,49,先発,18,101.1,419,9,3,0,0,3.02,3.04,1.19,9.59,2.93,112.5,109.0,109,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,前田 悠伍,ソフトバンク,41,先発,16,92.1,372,11,0,0,0,1.95,3.07,1.07,7.02,2.34,108.7,105.4,102,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,スチュワート・ジュニア,ソフトバンク,2,先発,14,63.2,296,6,5,0,0,5.23,4.01,1.68,8.06,4.38,94.7,102.0,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,大関 友久,ソフトバンク,47,先発,10,57.1,257,3,4,0,0,5.34,5.11,1.55,5.65,3.14,79.0,74.6,56,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,中村 稔弥,ソフトバンク,30,中継ぎ,7,10,38,0,0,0,0,2.7,2.77,0.7,7.2,0.0,106.0,108.0,61,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,大竹 風雅,ソフトバンク,59,中継ぎ,6,7,31,0,0,0,0,0.0,2.48,1.43,9.0,5.14,107.6,115.3,49,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,徐 若熙,ソフトバンク,18,先発,6,30.2,136,2,3,0,0,4.99,4.24,1.6,8.22,3.23,94.8,89.0,26,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,小林 樹斗,ソフトバンク,95,中継ぎ,5,9.2,38,0,0,0,1,4.66,5.98,1.14,6.52,1.86,90.2,93.8,31,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,岩井 俊介,ソフトバンク,27,中継ぎ,5,6,26,0,0,0,0,0.0,4.27,1.5,9.0,7.5,102.8,107.2,30,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,モイネロ,ソフトバンク,35,先発,4,29,103,3,1,0,0,0.62,2.67,0.55,6.83,1.24,114.2,113.6,,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,前田 純,ソフトバンク,51,先発,4,20.2,82,1,1,0,0,3.48,1.42,1.21,8.71,1.74,109.4,111.1,12,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,大野 稼頭央,ソフトバンク,60,中継ぎ,4,8,41,0,0,0,0,5.62,5.77,1.88,5.62,5.62,88.2,84.1,26,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,大江 竜聖,ソフトバンク,29,中継ぎ,3,3,12,0,0,0,0,0.0,1.77,1.0,9.0,0.0,104.7,107.5,11,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,星 知弥,ヤクルト,24,中継ぎ,42,39.2,171,1,4,1,25,2.95,3.53,1.41,6.35,3.4,108.3,98.7,146,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,キハダ,ヤクルト,11,抑え,41,37.1,179,2,7,21,2,3.86,3.84,1.61,13.26,6.75,94.1,83.5,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,清水 昇,ヤクルト,17,中継ぎ,40,35.1,143,2,2,4,16,2.04,2.23,1.13,8.66,1.78,123.4,97.2,165,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,廣澤 優,ヤクルト,70,中継ぎ,39,36.2,154,3,2,0,8,3.19,3.17,1.06,7.12,3.44,109.7,94.3,164,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,丸山 翔大,ヤクルト,68,中継ぎ,35,37,146,0,2,0,6,3.41,2.74,0.95,8.76,1.95,115.9,112.5,150,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,リランソ,ヤクルト,62,中継ぎ,34,32,138,2,3,0,10,1.41,3.1,1.19,9.84,5.34,117.4,110.0,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,阪口 皓亮,ヤクルト,66,中継ぎ,29,25.2,106,0,0,0,4,2.45,2.59,1.09,8.06,2.81,114.1,110.8,117,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,荘司 宏太,ヤクルト,30,中継ぎ,23,23.2,112,3,0,0,3,3.8,3.03,1.65,12.55,5.32,113.6,110.2,100,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,山野 太一,ヤクルト,26,先発,21,135.1,540,10,3,0,0,2.13,2.62,0.95,8.71,1.73,121.2,127.8,141,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,奥川 恭伸,ヤクルト,18,先発,19,129,504,7,8,0,0,2.93,3.11,1.0,7.12,1.67,110.5,121.1,138,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,松本 健吾,ヤクルト,28,先発,19,92.1,410,6,4,0,0,3.8,3.16,1.36,7.99,2.34,107.3,95.1,137,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,吉村 貢司郎,ヤクルト,21,先発,18,105.1,433,4,10,0,0,4.61,4.31,1.15,6.75,2.05,92.9,101.5,135,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,ウォルターズ,ヤクルト,58,中継ぎ,15,35.1,159,1,4,1,3,5.09,4.35,1.42,8.66,3.82,98.4,102.7,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,田口 麗斗,ヤクルト,34,中継ぎ,14,14.1,71,1,0,0,1,3.14,4.77,1.74,6.91,3.77,95.1,90.8,61,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,高橋 奎二,ヤクルト,47,先発,14,77.1,341,4,6,0,0,4.42,4.01,1.44,8.38,2.91,98.1,89.9,101,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,石原 勇輝,ヤクルト,35,中継ぎ,13,14,58,0,1,0,1,2.57,2.61,1.07,7.71,3.86,107.4,113.8,37,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,小澤 怜史,ヤクルト,45,中継ぎ,11,16.1,76,0,0,0,0,4.41,3.92,1.41,11.57,3.86,102.9,94.9,76,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,木澤 尚文,ヤクルト,20,中継ぎ,11,9.2,43,0,0,0,3,2.79,4.89,1.66,4.66,7.45,95.3,90.5,53,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,高梨 裕稔,ヤクルト,40,先発,11,64.1,264,5,2,0,0,2.66,3.49,1.1,7.83,1.96,105.0,101.1,66,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,大西 広樹,ヤクルト,44,中継ぎ,9,7,40,0,0,0,2,12.86,7.82,2.57,3.86,5.14,77.5,78.4,37,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,小川 泰弘,ヤクルト,29,先発,8,41,183,1,5,0,0,5.49,4.87,1.44,5.93,3.73,83.0,88.7,32,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,増居 翔太,ヤクルト,43,先発,7,33,128,1,1,0,1,3.0,4.3,0.94,5.73,3.55,94.3,91.0,27,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,拓也,ヤクルト,41,中継ぎ,7,6.2,36,0,0,0,0,13.5,6.72,2.4,8.1,5.4,81.7,78.1,28,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,下川 隼佑,ヤクルト,69,中継ぎ,3,7.1,35,0,1,0,0,6.14,3.5,1.91,6.14,4.91,93.6,99.7,9,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,横山 陸人,ロッテ,15,抑え,48,47.1,199,1,2,32,7,1.9,3.38,1.16,6.27,3.61,97.4,88.1,165,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,鈴木 昭汰,ロッテ,47,中継ぎ,47,45.2,180,6,2,1,27,2.36,3.1,1.05,7.49,2.36,114.7,111.0,165,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,八木 彬,ロッテ,33,中継ぎ,39,52.2,200,9,0,0,9,1.54,2.64,0.84,6.66,2.05,116.4,113.7,151,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,澤田 圭佑,ロッテ,54,中継ぎ,38,36.1,153,2,1,0,11,3.96,3.71,1.07,8.42,1.73,106.2,106.3,165,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,中森 俊介,ロッテ,56,中継ぎ,34,33.1,133,4,1,1,16,1.89,2.98,0.99,7.56,2.16,113.9,97.4,126,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,小野 郁,ロッテ,37,中継ぎ,34,37.1,147,2,3,0,5,2.41,2.96,1.02,8.2,2.41,113.0,95.5,134,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,益田 直也,ロッテ,52,中継ぎ,32,31.1,131,1,0,2,2,3.45,4.43,1.12,5.17,2.87,94.9,101.6,165,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,高野 脩汰,ロッテ,34,中継ぎ,28,43,184,2,3,0,4,3.14,3.47,1.21,9.0,3.35,108.1,111.7,131,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,ロング,ロッテ,73,中継ぎ,25,64.2,289,1,6,0,7,5.15,4.58,1.59,6.26,3.76,94.5,84.6,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,ジャクソン,ロッテ,42,先発,23,132,576,8,8,0,0,3.61,3.55,1.27,8.59,3.68,104.9,103.1,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,坂本 光士郎,ロッテ,36,中継ぎ,22,27.1,121,2,1,0,1,3.95,2.84,1.39,10.21,4.61,111.6,107.6,111,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,小島 和哉,ロッテ,14,先発,17,96.1,413,5,8,0,0,3.64,3.83,1.25,7.1,2.8,98.0,92.7,113,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,廣池 康志郎,ロッテ,64,先発,16,85.1,368,2,6,0,0,4.32,3.98,1.3,6.01,2.32,94.5,86.7,114,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,毛利 海大,ロッテ,13,先発,15,70.1,309,3,5,0,0,4.99,4.11,1.45,5.63,3.2,88.7,100.9,79,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,田中 晴也,ロッテ,35,先発,13,69.1,306,2,5,0,0,4.54,3.84,1.37,7.79,3.5,99.4,98.2,93,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,河村 説人,ロッテ,58,先発,8,44.1,190,1,4,0,0,4.87,5.18,1.38,3.65,2.23,78.1,77.3,41,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,カスティーヨ,ロッテ,11,中継ぎ,7,5.2,24,0,1,0,0,1.59,2.59,0.88,3.18,1.59,102.7,105.4,,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,西野 勇士,ロッテ,29,先発,6,34.2,144,1,2,0,0,4.41,4.21,1.27,4.67,1.82,88.3,93.3,33,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,宮﨑 颯,ロッテ,66,中継ぎ,5,6,29,0,0,0,0,9.0,5.1,1.5,6.0,1.5,89.7,93.7,38,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,石川 柊太,ロッテ,21,中継ぎ,5,12,53,0,0,0,0,3.75,5.52,1.42,5.25,4.5,91.4,93.1,53,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,廣畑 敦也,ロッテ,30,中継ぎ,4,8,42,0,0,0,0,9.0,8.39,1.88,3.38,2.25,75.8,68.7,30,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,髙橋 快秀,ロッテ,93,中継ぎ,4,5,23,0,0,0,0,9.0,6.37,1.8,3.6,5.4,86.4,89.0,13,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,木村 優人,ロッテ,53,先発,3,16,68,0,1,0,0,5.62,5.14,1.31,6.19,3.94,85.8,85.9,17,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
